timestamp,open,high,low,close,volume
2025-05-19 09:31:00+05:30,1939.8,1940.4,1938.0,1938.0,27627.0
2025-05-19 09:32:00+05:30,1938.0,1938.0,1936.4,1936.4,11793.0
2025-05-19 09:33:00+05:30,1936.3,1936.4,1935.0,1935.1,17487.0
2025-05-19 09:34:00+05:30,1935.0,1937.1,1935.0,1936.5,10857.0
2025-05-19 09:35:00+05:30,1936.6,1937.1,1935.7,1935.7,8091.0
2025-05-19 09:36:00+05:30,1936.0,1936.5,1934.7,1935.2,11531.0
2025-05-19 09:37:00+05:30,1935.0,1937.0,1934.7,1937.0,7796.0
2025-05-19 09:38:00+05:30,1936.8,1938.0,1936.6,1937.0,9203.0
2025-05-19 09:39:00+05:30,1937.0,1937.2,1936.1,1936.8,8877.0
2025-05-19 09:40:00+05:30,1936.5,1936.9,1936.2,1936.7,6642.0
2025-05-19 09:41:00+05:30,1936.5,1936.6,1935.5,1936.2,6187.0
2025-05-19 09:42:00+05:30,1936.2,1936.2,1934.7,1935.1,2949.0
2025-05-19 09:43:00+05:30,1935.1,1935.6,1934.7,1935.5,5316.0
2025-05-19 09:44:00+05:30,1935.5,1936.2,1934.7,1934.9,11316.0
2025-05-19 09:45:00+05:30,1935.0,1935.0,1933.3,1934.4,6825.0
2025-05-19 09:46:00+05:30,1933.8,1935.0,1933.6,1934.8,3669.0
2025-05-19 09:47:00+05:30,1934.7,1934.8,1934.4,1934.4,2047.0
2025-05-19 09:48:00+05:30,1934.4,1934.5,1934.0,1934.4,2977.0
2025-05-19 09:49:00+05:30,1934.2,1934.4,1934.1,1934.4,1980.0
2025-05-19 09:50:00+05:30,1934.2,1935.6,1934.1,1935.3,6008.0
2025-05-19 09:51:00+05:30,1935.4,1936.9,1935.4,1935.9,7240.0
2025-05-19 09:52:00+05:30,1935.9,1935.9,1935.0,1935.1,2349.0
2025-05-19 09:53:00+05:30,1935.2,1935.4,1933.1,1934.2,14408.0
2025-05-19 09:54:00+05:30,1933.8,1934.9,1933.8,1934.8,1547.0
2025-05-19 09:55:00+05:30,1934.7,1934.8,1933.7,1934.0,4617.0
2025-05-19 09:56:00+05:30,1933.9,1934.6,1933.0,1933.5,6817.0
2025-05-19 09:57:00+05:30,1933.0,1933.9,1932.9,1932.9,12072.0
2025-05-19 09:58:00+05:30,1932.8,1933.6,1932.5,1932.6,2363.0
2025-05-19 09:59:00+05:30,1932.7,1933.0,1932.1,1932.1,6441.0
2025-05-19 10:00:00+05:30,1932.1,1933.3,1931.3,1933.1,7283.0
2025-05-19 10:01:00+05:30,1933.1,1934.1,1933.0,1933.7,3838.0
2025-05-19 10:02:00+05:30,1933.4,1934.5,1933.4,1934.4,1438.0
2025-05-19 10:03:00+05:30,1934.5,1935.0,1933.9,1934.9,3834.0
2025-05-19 10:04:00+05:30,1934.9,1935.0,1933.2,1933.9,4536.0
2025-05-19 10:05:00+05:30,1933.7,1934.0,1933.5,1934.0,1164.0
2025-05-19 10:06:00+05:30,1933.6,1934.0,1933.4,1934.0,1735.0
2025-05-19 10:07:00+05:30,1933.8,1934.7,1933.6,1934.6,10027.0
2025-05-19 10:08:00+05:30,1934.6,1934.8,1934.0,1934.7,3697.0
2025-05-19 10:09:00+05:30,1934.8,1935.0,1934.3,1935.0,2404.0
2025-05-19 10:10:00+05:30,1935.0,1936.8,1934.9,1936.7,5403.0
2025-05-19 10:11:00+05:30,1936.8,1936.8,1935.0,1935.4,5918.0
2025-05-19 10:12:00+05:30,1935.0,1936.5,1935.0,1935.7,2285.0
2025-05-19 10:13:00+05:30,1935.0,1936.4,1935.0,1936.2,1411.0
2025-05-19 10:14:00+05:30,1935.9,1937.0,1935.9,1936.8,8855.0
2025-05-19 10:15:00+05:30,1936.8,1937.0,1936.7,1937.0,2805.0
2025-05-19 10:16:00+05:30,1936.9,1937.7,1936.9,1937.7,6098.0
2025-05-19 10:17:00+05:30,1937.4,1939.0,1937.0,1937.7,10206.0
2025-05-19 10:18:00+05:30,1937.6,1938.1,1937.0,1937.8,3979.0
2025-05-19 10:19:00+05:30,1937.8,1937.9,1937.0,1937.3,2835.0
2025-05-19 10:20:00+05:30,1937.3,1937.5,1937.0,1937.1,4704.0
2025-05-19 10:21:00+05:30,1937.1,1939.0,1937.1,1938.8,5613.0
2025-05-19 10:22:00+05:30,1938.8,1938.8,1937.8,1938.3,2983.0
2025-05-19 10:23:00+05:30,1938.0,1939.0,1938.0,1938.9,19874.0
2025-05-19 10:24:00+05:30,1938.8,1939.5,1938.7,1939.5,5580.0
2025-05-19 10:25:00+05:30,1939.0,1941.0,1939.0,1939.1,46511.0
2025-05-19 10:26:00+05:30,1939.0,1939.9,1938.9,1939.5,6152.0
2025-05-19 10:27:00+05:30,1939.5,1939.6,1938.4,1938.7,3809.0
2025-05-19 10:28:00+05:30,1938.6,1939.2,1938.3,1939.2,3778.0
2025-05-19 10:29:00+05:30,1939.0,1939.8,1938.9,1939.5,1823.0
2025-05-19 10:30:00+05:30,1939.7,1940.0,1939.0,1940.0,4826.0
2025-05-19 10:31:00+05:30,1939.8,1940.0,1939.1,1939.7,4281.0
2025-05-19 10:32:00+05:30,1939.7,1940.1,1939.4,1940.0,2281.0
2025-05-19 10:33:00+05:30,1939.9,1941.0,1939.6,1939.9,5222.0
2025-05-19 10:34:00+05:30,1939.9,1940.6,1939.2,1939.8,7457.0
2025-05-19 10:35:00+05:30,1939.2,1939.2,1938.3,1939.0,2179.0
2025-05-19 10:36:00+05:30,1939.0,1939.2,1938.7,1938.8,1058.0
2025-05-19 10:37:00+05:30,1938.8,1938.9,1938.0,1938.4,2611.0
2025-05-19 10:38:00+05:30,1938.1,1940.0,1938.1,1940.0,4392.0
2025-05-19 10:39:00+05:30,1939.6,1939.8,1939.2,1939.2,2755.0
2025-05-19 10:40:00+05:30,1939.2,1940.2,1938.3,1940.0,6092.0
2025-05-19 10:41:00+05:30,1940.1,1941.0,1940.0,1941.0,9805.0
2025-05-19 10:42:00+05:30,1940.9,1940.9,1939.5,1939.5,12691.0
2025-05-19 10:43:00+05:30,1939.5,1939.6,1939.4,1939.5,1625.0
2025-05-19 10:44:00+05:30,1939.5,1940.0,1939.2,1939.5,2467.0
2025-05-19 10:45:00+05:30,1939.6,1940.0,1939.4,1939.6,2354.0
2025-05-19 10:46:00+05:30,1939.6,1940.6,1939.5,1939.9,12454.0
2025-05-19 10:47:00+05:30,1939.8,1940.2,1939.5,1939.8,4852.0
2025-05-19 10:48:00+05:30,1939.8,1940.0,1939.4,1939.6,1372.0
2025-05-19 10:49:00+05:30,1939.6,1940.0,1939.4,1939.7,12670.0
2025-05-19 10:50:00+05:30,1940.0,1940.0,1939.4,1939.5,7167.0
2025-05-19 10:51:00+05:30,1939.7,1940.6,1939.3,1940.2,6092.0
2025-05-19 10:52:00+05:30,1940.0,1941.0,1940.0,1941.0,15285.0
2025-05-19 10:53:00+05:30,1941.0,1942.9,1940.9,1941.7,17281.0
2025-05-19 10:54:00+05:30,1942.3,1944.0,1941.7,1943.5,16720.0
2025-05-19 10:55:00+05:30,1943.8,1945.0,1943.5,1944.9,34090.0
2025-05-19 10:56:00+05:30,1944.9,1945.0,1942.8,1943.7,8393.0
2025-05-19 10:57:00+05:30,1943.7,1944.7,1943.3,1943.7,3694.0
2025-05-19 10:58:00+05:30,1943.7,1943.8,1942.6,1942.6,6714.0
2025-05-19 10:59:00+05:30,1942.6,1942.7,1941.8,1942.3,35423.0
2025-05-19 11:00:00+05:30,1942.0,1942.4,1940.6,1941.6,7227.0
2025-05-19 11:01:00+05:30,1940.7,1941.6,1940.4,1941.4,7445.0
2025-05-19 11:02:00+05:30,1941.4,1942.2,1941.1,1941.8,4237.0
2025-05-19 11:03:00+05:30,1941.6,1942.2,1941.6,1942.1,2522.0
2025-05-19 11:04:00+05:30,1942.2,1942.2,1942.0,1942.2,3158.0
2025-05-19 11:05:00+05:30,1942.1,1942.9,1942.1,1942.8,4734.0
2025-05-19 11:06:00+05:30,1942.8,1942.8,1942.0,1942.0,2971.0
2025-05-19 11:07:00+05:30,1942.0,1942.5,1942.0,1942.2,2091.0
2025-05-19 11:08:00+05:30,1942.2,1942.3,1942.0,1942.2,3114.0
2025-05-19 11:09:00+05:30,1942.2,1942.2,1941.8,1941.8,3800.0
2025-05-19 11:10:00+05:30,1942.0,1942.2,1941.8,1942.1,4118.0
2025-05-19 11:11:00+05:30,1942.2,1942.5,1941.1,1942.2,38495.0
2025-05-19 11:12:00+05:30,1942.2,1942.8,1940.7,1941.7,5015.0
2025-05-19 11:13:00+05:30,1941.8,1941.9,1941.1,1941.6,5700.0
2025-05-19 11:14:00+05:30,1941.7,1941.7,1940.9,1941.4,3523.0
2025-05-19 11:15:00+05:30,1941.4,1942.5,1941.4,1941.9,11208.0
2025-05-19 11:16:00+05:30,1941.9,1942.8,1941.9,1942.7,5605.0
2025-05-19 11:17:00+05:30,1942.7,1942.8,1941.7,1942.0,3141.0
2025-05-19 11:18:00+05:30,1942.0,1942.2,1941.7,1942.1,2984.0
2025-05-19 11:19:00+05:30,1942.3,1942.4,1941.1,1941.3,3261.0
2025-05-19 11:20:00+05:30,1941.7,1942.2,1941.3,1942.1,3196.0
2025-05-19 11:21:00+05:30,1942.1,1942.1,1940.1,1940.9,9029.0
2025-05-19 11:22:00+05:30,1940.3,1940.9,1940.3,1940.8,4229.0
2025-05-19 11:23:00+05:30,1940.9,1941.0,1940.6,1940.7,2514.0
2025-05-19 11:24:00+05:30,1940.6,1940.7,1940.4,1940.4,3664.0
2025-05-19 11:25:00+05:30,1940.5,1940.6,1940.0,1940.6,8437.0
2025-05-19 11:26:00+05:30,1940.6,1940.8,1939.9,1939.9,12636.0
2025-05-19 11:27:00+05:30,1939.9,1940.0,1939.5,1939.6,3602.0
2025-05-19 11:28:00+05:30,1939.7,1939.8,1939.0,1939.8,8283.0
2025-05-19 11:29:00+05:30,1939.7,1940.0,1939.7,1939.9,3599.0
2025-05-19 11:30:00+05:30,1940.0,1940.0,1939.9,1940.0,2990.0
2025-05-19 11:31:00+05:30,1939.9,1940.0,1939.1,1939.1,8404.0
2025-05-19 11:32:00+05:30,1939.2,1939.2,1938.1,1938.1,9669.0
2025-05-19 11:33:00+05:30,1938.2,1938.6,1938.1,1938.6,3649.0
2025-05-19 11:34:00+05:30,1937.8,1937.9,1937.3,1937.5,50765.0
2025-05-19 11:35:00+05:30,1937.5,1937.7,1937.4,1937.5,8179.0
2025-05-19 11:36:00+05:30,1937.6,1937.9,1937.4,1937.9,8856.0
2025-05-19 11:37:00+05:30,1938.2,1938.6,1937.6,1937.7,36968.0
2025-05-19 11:38:00+05:30,1937.0,1938.3,1937.0,1938.2,8102.0
2025-05-19 11:39:00+05:30,1938.2,1938.2,1936.8,1936.9,21610.0
2025-05-19 11:40:00+05:30,1936.8,1937.9,1936.7,1937.2,7418.0
2025-05-19 11:41:00+05:30,1937.1,1937.2,1936.9,1937.0,4583.0
2025-05-19 11:42:00+05:30,1937.0,1937.5,1936.9,1937.3,4481.0
2025-05-19 11:43:00+05:30,1937.3,1937.9,1936.8,1936.9,5471.0
2025-05-19 11:44:00+05:30,1936.8,1936.8,1936.2,1936.3,6938.0
2025-05-19 11:45:00+05:30,1936.2,1936.5,1936.0,1936.0,5797.0
2025-05-19 11:46:00+05:30,1936.1,1936.3,1935.8,1936.2,8464.0
2025-05-19 11:47:00+05:30,1936.2,1936.6,1936.1,1936.1,5191.0
2025-05-19 11:48:00+05:30,1936.1,1937.2,1936.1,1936.3,16193.0
2025-05-19 11:49:00+05:30,1936.1,1936.2,1935.5,1935.8,12011.0
2025-05-19 11:50:00+05:30,1935.8,1939.6,1935.6,1938.2,28223.0
2025-05-19 11:51:00+05:30,1938.2,1940.0,1938.0,1938.7,22168.0
2025-05-19 11:52:00+05:30,1938.6,1939.4,1938.5,1939.3,3507.0
2025-05-19 11:53:00+05:30,1939.3,1939.5,1938.4,1938.8,5160.0
2025-05-19 11:54:00+05:30,1939.0,1939.3,1938.3,1938.8,4221.0
2025-05-19 11:55:00+05:30,1938.8,1939.5,1938.7,1939.3,3882.0
2025-05-19 11:56:00+05:30,1939.5,1939.5,1937.9,1939.5,34268.0
2025-05-19 11:57:00+05:30,1939.4,1939.5,1939.2,1939.3,6205.0
2025-05-19 11:58:00+05:30,1939.3,1939.3,1939.0,1939.0,4897.0
2025-05-19 11:59:00+05:30,1939.0,1939.2,1938.9,1939.0,4143.0
2025-05-19 12:00:00+05:30,1938.9,1939.3,1938.2,1938.6,8773.0
2025-05-19 12:01:00+05:30,1938.2,1939.8,1938.2,1939.3,7841.0
2025-05-19 12:02:00+05:30,1939.3,1939.5,1937.8,1939.5,21794.0
2025-05-19 12:03:00+05:30,1939.7,1939.8,1938.3,1938.8,9009.0
2025-05-19 12:04:00+05:30,1938.8,1939.6,1938.3,1939.0,9213.0
2025-05-19 12:05:00+05:30,1939.0,1939.5,1938.7,1938.9,5887.0
2025-05-19 12:06:00+05:30,1939.2,1939.4,1938.9,1939.4,3394.0
2025-05-19 12:07:00+05:30,1939.3,1939.4,1939.1,1939.4,6888.0
2025-05-19 12:08:00+05:30,1939.3,1939.9,1939.2,1939.4,9478.0
2025-05-19 12:09:00+05:30,1940.0,1940.0,1938.9,1939.6,9686.0
2025-05-19 12:10:00+05:30,1939.3,1939.5,1939.1,1939.5,4644.0
2025-05-19 12:11:00+05:30,1939.8,1940.0,1937.9,1938.1,26175.0
2025-05-19 12:12:00+05:30,1938.2,1940.0,1937.6,1939.7,12744.0
2025-05-19 12:13:00+05:30,1939.7,1940.0,1938.6,1940.0,19010.0
2025-05-19 12:14:00+05:30,1939.9,1940.0,1938.9,1940.0,23183.0
2025-05-19 12:15:00+05:30,1939.5,1940.0,1938.6,1939.7,10175.0
2025-05-19 12:16:00+05:30,1939.8,1939.8,1938.2,1938.6,5083.0
2025-05-19 12:17:00+05:30,1938.5,1939.7,1938.2,1939.4,10270.0
2025-05-19 12:18:00+05:30,1939.4,1940.7,1939.2,1940.0,25841.0
2025-05-19 12:19:00+05:30,1940.1,1942.3,1940.0,1942.1,24220.0
2025-05-19 12:20:00+05:30,1942.2,1942.4,1941.2,1941.2,18475.0
2025-05-19 12:21:00+05:30,1941.2,1942.3,1941.1,1942.1,26714.0
2025-05-19 12:22:00+05:30,1942.1,1942.4,1941.1,1941.2,7796.0
2025-05-19 12:23:00+05:30,1941.2,1942.6,1941.1,1942.6,11214.0
2025-05-19 12:24:00+05:30,1942.6,1942.9,1941.3,1942.1,40211.0
2025-05-19 12:25:00+05:30,1942.1,1942.6,1942.0,1942.1,9864.0
2025-05-19 12:26:00+05:30,1942.2,1942.2,1942.0,1942.2,7419.0
2025-05-19 12:27:00+05:30,1942.3,1942.5,1941.0,1941.6,11372.0
2025-05-19 12:28:00+05:30,1941.6,1941.7,1940.0,1940.0,5873.0
2025-05-19 12:29:00+05:30,1939.5,1941.4,1939.5,1940.9,9786.0
2025-05-19 12:30:00+05:30,1940.9,1941.3,1940.1,1940.1,10465.0
2025-05-19 12:31:00+05:30,1940.0,1940.1,1939.3,1939.8,5295.0
2025-05-19 12:32:00+05:30,1939.9,1940.0,1939.3,1939.4,3203.0
2025-05-19 12:33:00+05:30,1939.3,1939.5,1939.0,1939.3,5185.0
2025-05-19 12:34:00+05:30,1939.3,1939.8,1939.0,1939.0,3510.0
2025-05-19 12:35:00+05:30,1939.3,1939.3,1938.8,1939.0,5715.0
2025-05-19 12:36:00+05:30,1938.8,1940.0,1938.5,1938.5,20651.0
2025-05-19 12:37:00+05:30,1938.3,1939.5,1938.0,1939.4,56062.0
2025-05-19 12:38:00+05:30,1939.4,1939.4,1938.4,1939.0,5602.0
2025-05-19 12:39:00+05:30,1939.0,1939.8,1939.0,1939.5,8273.0
2025-05-19 12:40:00+05:30,1939.4,1939.7,1939.4,1939.6,3107.0
2025-05-19 12:41:00+05:30,1939.6,1939.6,1939.2,1939.4,3531.0
2025-05-19 12:42:00+05:30,1939.5,1939.5,1939.1,1939.2,3674.0
2025-05-19 12:43:00+05:30,1939.1,1939.2,1938.6,1939.0,5610.0
2025-05-19 12:44:00+05:30,1938.8,1939.0,1938.0,1938.1,6440.0
2025-05-19 12:45:00+05:30,1938.0,1938.5,1937.8,1938.5,13286.0
2025-05-19 12:46:00+05:30,1938.5,1938.5,1938.4,1938.5,7688.0
2025-05-19 12:47:00+05:30,1938.5,1938.5,1937.6,1937.9,7992.0
2025-05-19 12:48:00+05:30,1937.9,1938.5,1937.8,1938.5,10497.0
2025-05-19 12:49:00+05:30,1938.4,1938.5,1938.4,1938.5,6289.0
2025-05-19 12:50:00+05:30,1938.5,1938.5,1938.4,1938.5,6000.0
2025-05-19 12:51:00+05:30,1938.4,1940.9,1938.4,1939.6,68252.0
2025-05-19 12:52:00+05:30,1939.4,1939.9,1939.0,1939.9,4817.0
2025-05-19 12:53:00+05:30,1939.9,1940.4,1939.5,1940.0,9900.0
2025-05-19 12:54:00+05:30,1940.1,1940.7,1939.9,1940.5,6094.0
2025-05-19 12:55:00+05:30,1940.0,1940.5,1939.5,1939.7,7113.0
2025-05-19 12:56:00+05:30,1939.6,1940.0,1939.3,1940.0,6491.0
2025-05-19 12:57:00+05:30,1939.9,1939.9,1939.4,1939.5,8825.0
2025-05-19 12:58:00+05:30,1939.5,1939.5,1939.3,1939.5,6616.0
2025-05-19 12:59:00+05:30,1939.4,1939.5,1939.3,1939.5,6153.0
2025-05-19 13:00:00+05:30,1939.4,1939.5,1939.3,1939.3,4342.0
2025-05-19 13:01:00+05:30,1939.3,1939.4,1938.9,1939.0,14949.0
2025-05-19 13:02:00+05:30,1938.9,1939.0,1938.9,1939.0,6152.0
2025-05-19 13:03:00+05:30,1938.9,1939.8,1938.0,1939.3,16093.0
2025-05-19 13:04:00+05:30,1939.0,1940.0,1938.9,1939.9,5417.0
2025-05-19 13:05:00+05:30,1940.0,1940.1,1940.0,1940.1,20204.0
2025-05-19 13:06:00+05:30,1940.0,1940.3,1939.7,1939.7,21004.0
2025-05-19 13:07:00+05:30,1939.9,1940.0,1938.7,1939.3,8993.0
2025-05-19 13:08:00+05:30,1939.3,1939.5,1938.1,1938.5,8734.0
2025-05-19 13:09:00+05:30,1938.2,1938.5,1937.7,1937.9,8137.0
2025-05-19 13:10:00+05:30,1937.7,1937.9,1936.7,1937.3,7452.0
2025-05-19 13:11:00+05:30,1937.3,1937.3,1936.5,1936.7,4641.0
2025-05-19 13:12:00+05:30,1936.6,1937.0,1936.0,1936.7,16922.0
2025-05-19 13:13:00+05:30,1936.7,1937.6,1936.5,1937.5,10215.0
2025-05-19 13:14:00+05:30,1937.5,1937.8,1936.9,1937.1,7243.0
2025-05-19 13:15:00+05:30,1937.0,1937.9,1937.0,1937.1,8311.0
2025-05-19 13:16:00+05:30,1937.0,1937.9,1937.0,1937.3,8056.0
2025-05-19 13:17:00+05:30,1937.7,1937.8,1936.7,1937.6,13254.0
2025-05-19 13:18:00+05:30,1936.9,1938.0,1936.9,1938.0,9876.0
2025-05-19 13:19:00+05:30,1938.0,1938.0,1936.5,1937.0,20464.0
2025-05-19 13:20:00+05:30,1937.0,1939.6,1936.9,1939.6,44081.0
2025-05-19 13:21:00+05:30,1939.5,1939.5,1938.8,1938.9,12048.0
2025-05-19 13:22:00+05:30,1938.8,1939.2,1938.8,1939.2,4378.0
2025-05-19 13:23:00+05:30,1939.3,1939.5,1939.3,1939.5,6413.0
2025-05-19 13:24:00+05:30,1939.4,1939.9,1939.4,1939.8,7973.0
2025-05-19 13:25:00+05:30,1939.8,1939.9,1938.4,1938.4,9653.0
2025-05-19 13:26:00+05:30,1938.5,1938.7,1938.1,1938.3,15173.0
2025-05-19 13:27:00+05:30,1938.2,1938.5,1936.5,1937.4,55414.0
2025-05-19 13:28:00+05:30,1937.4,1938.0,1937.0,1937.9,7290.0
2025-05-19 13:29:00+05:30,1937.9,1938.1,1937.0,1937.7,8016.0
2025-05-19 13:30:00+05:30,1937.7,1939.4,1937.7,1938.4,60771.0
2025-05-19 13:31:00+05:30,1938.2,1938.4,1938.2,1938.4,4510.0
2025-05-19 13:32:00+05:30,1938.4,1938.4,1938.0,1938.0,6503.0
2025-05-19 13:33:00+05:30,1937.6,1938.0,1937.1,1937.2,3991.0
2025-05-19 13:34:00+05:30,1937.2,1938.2,1936.7,1937.8,7941.0
2025-05-19 13:35:00+05:30,1938.0,1938.6,1937.5,1937.6,4431.0
2025-05-19 13:36:00+05:30,1937.7,1937.7,1936.7,1936.9,4942.0
2025-05-19 13:37:00+05:30,1936.7,1937.0,1936.6,1936.9,5490.0
2025-05-19 13:38:00+05:30,1937.0,1938.0,1936.9,1937.7,7261.0
2025-05-19 13:39:00+05:30,1937.9,1938.7,1937.3,1938.6,8896.0
2025-05-19 13:40:00+05:30,1938.4,1938.4,1937.8,1937.9,5385.0
2025-05-19 13:41:00+05:30,1937.8,1938.8,1937.8,1938.4,7850.0
2025-05-19 13:42:00+05:30,1938.0,1938.4,1937.2,1937.4,14250.0
2025-05-19 13:43:00+05:30,1937.5,1937.7,1936.8,1937.0,3911.0
2025-05-19 13:44:00+05:30,1936.7,1936.8,1936.4,1936.6,3749.0
2025-05-19 13:45:00+05:30,1936.6,1937.0,1935.9,1936.2,13652.0
2025-05-19 13:46:00+05:30,1936.2,1936.5,1934.7,1935.9,30207.0
2025-05-19 13:47:00+05:30,1935.9,1935.9,1935.6,1935.7,3881.0
2025-05-19 13:48:00+05:30,1935.6,1935.9,1935.0,1935.2,6399.0
2025-05-19 13:49:00+05:30,1935.2,1935.2,1934.3,1934.3,5991.0
2025-05-19 13:50:00+05:30,1935.0,1935.0,1934.4,1934.6,5115.0
2025-05-19 13:51:00+05:30,1934.7,1935.9,1934.6,1935.8,6770.0
2025-05-19 13:52:00+05:30,1935.6,1936.0,1934.7,1935.0,18282.0
2025-05-19 13:53:00+05:30,1935.7,1935.7,1934.4,1935.0,19422.0
2025-05-19 13:54:00+05:30,1934.9,1936.8,1934.9,1936.8,15392.0
2025-05-19 13:55:00+05:30,1936.7,1936.7,1935.5,1936.0,6610.0
2025-05-19 13:56:00+05:30,1935.9,1936.0,1935.0,1935.4,4110.0
2025-05-19 13:57:00+05:30,1935.3,1935.4,1935.0,1935.4,4670.0
2025-05-19 13:58:00+05:30,1935.4,1936.3,1935.0,1935.5,6890.0
2025-05-19 13:59:00+05:30,1935.5,1936.0,1935.0,1935.2,6544.0
2025-05-19 14:00:00+05:30,1935.4,1935.7,1933.4,1934.3,15121.0
2025-05-19 14:01:00+05:30,1933.7,1934.6,1933.4,1934.6,13516.0
2025-05-19 14:02:00+05:30,1934.4,1934.6,1933.5,1933.6,4505.0
2025-05-19 14:03:00+05:30,1933.6,1933.7,1933.0,1933.5,8264.0
2025-05-19 14:04:00+05:30,1933.4,1933.7,1932.9,1933.5,9598.0
2025-05-19 14:05:00+05:30,1933.3,1934.2,1932.9,1933.1,5305.0
2025-05-19 14:06:00+05:30,1933.1,1934.0,1932.3,1933.2,10276.0
2025-05-19 14:07:00+05:30,1933.2,1933.7,1932.3,1933.2,9330.0
2025-05-19 14:08:00+05:30,1933.2,1933.7,1932.4,1933.2,7602.0
